2 	 78
3 	 53
4 	 41
5 	 37
6 	 36
7 	 30
8 	 30
9 	 16
10 	 12
11 	 15
12 	 13
13 	 13
15 	 7
16 	 10
17 	 7
14 	 11
19 	 7
20 	 7
25 	 4
18 	 6
21 	 2
22 	 2
23 	 3
24 	 3
26 	 3
27 	 2
28 	 4
29 	 2
36 	 3
49 	 2
Hors série 3 	 2
48 	 2
40 	 2
45 	 3
R-5 	 2
1 	 37
55 	 1
46 	 1
31 	 2
Intégrale 	 1
30 	 1
II 	 1
78 	 2
80 	 1
123 	 1
131 	 1
139 	 1
148 	 1
175 	 1
32 	 1
